Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
128,Oddanchatram,SHANMUGAM K,M,48,GEN,PMK,364,3,367,223074,189414
128,Oddanchatram,SAKTHIVEL A,M,31,GEN,IND,258,0,258,223074,189414
128,Oddanchatram,CHELLAMUTHU K,M,51,GEN,IND,92,1,93,223074,189414
128,Oddanchatram,SHANMUGAVEL P,M,60,GEN,IND,86,0,86,223074,189414
129,Athoor,PERIYASAMY I,M,64,GEN,DMK,120492,1246,121738,268876,229252
129,Athoor,VISWANATHAN R NATHAM,M,66,GEN,ADMK,94234,357,94591,268876,229252
129,Athoor,PACKIYA SELVARAJ M,M,39,GEN,DMDK,3713,28,3741,268876,229252
129,Athoor,None of the Above,,,,NOTA,2097,8,2105,268876,229252
129,Athoor,ILANCHEZHIYAN S.P,M,47,GEN,BJP,1342,23,1365,268876,229252
129,Athoor,MARIAGUNASEKARAN R,M,47,GEN,NTK,1001,12,1013,268876,229252
129,Athoor,NIRMALA GNANASOUNDARI I,F,48,GEN,PMK,661,10,671,268876,229252
129,Athoor,ARUMUGAM K,M,41,SC,LJP,650,0,650,268876,229252
129,Athoor,VISWANATHAN M,M,39,GEN,IND,632,0,632,268876,229252
129,Athoor,PALRAJ R,M,33,GEN,IND,521,0,521,268876,229252
129,Athoor,PERIYASAMY M,M,51,SC,IND,446,0,446,268876,229252
129,Athoor,BALAMURUGAN A,M,26,SC,BSP,418,1,419,268876,229252
129,Athoor,KARUPPUSAMY P,M,46,SC,IND,416,0,416,268876,229252
129,Athoor,PEYATHEVAR A,M,58,GEN,AIFB,226,1,227,268876,229252
129,Athoor,SHANMUGAM V,M,49,SC,IND,149,1,150,268876,229252
129,Athoor,SANKAR D,M,34,GEN,IND,124,3,127,268876,229252
129,Athoor,PARAMAN A,M,42,SC,TMMK,126,0,126,268876,229252
129,Athoor,SELVAKUMAR R,M,42,GEN,KMDK,123,1,124,268876,229252
129,Athoor,MURUGANANTHAM C,M,38,GEN,IND,117,0,117,268876,229252
129,Athoor,TAMIL NESAN R,M,42,SC,TAVK,73,0,73,268876,229252
130,Nilakkottai,THANGATHURAI R,M,59,SC,ADMK,85116,391,85507,218582,174541
130,Nilakkottai,ANBAZHAGAN M,M,52,SC,DMK,69617,1114,70731,218582,174541
130,Nilakkottai,RAMASAMY K,M,51,SC,DMDK,7609,57,7666,218582,174541
130,Nilakkottai,ALAGUMANI R,M,60,SC,BJP,2534,31,2565,218582,174541
130,Nilakkottai,RAMOORTHY N,M,48,SC,PMK,2158,43,2201,218582,174541
130,Nilakkottai,None of the Above,,,,NOTA,1805,14,1819,218582,174541
130,Nilakkottai,SANGILIPANDIAN A,M,35,SC,NTK,1183,21,1204,218582,174541
130,Nilakkottai,SARAVANAKUMAR P,M,34,SC,BSP,746,0,746,218582,174541
130,Nilakkottai,RAJENDIRAN V,M,56,SC,AIFB,700,3,703,218582,174541
130,Nilakkottai,MENAKA P,F,28,SC,IND,439,1,440,218582,174541
130,Nilakkottai,ILAVARASI BALASUNDARAM B,F,60,SC,IND,306,1,307,218582,174541
130,Nilakkottai,KARTHIK C,M,26,SC,IND,226,1,227,218582,174541
130,Nilakkottai,ANBAZHAGAN P,M,28,SC,IND,188,0,188,218582,174541
130,Nilakkottai,ALAGUMALAI P,M,45,SC,IND,135,4,139,218582,174541
130,Nilakkottai,SELVARAJ S,M,54,SC,LJP,98,0,98,218582,174541
131,Natham,ANDI AMBALAM M.A,M,60,GEN,DMK,92996,826,93822,258718,207011
131,Natham,SHAJAHAN S,M,67,GEN,ADMK,91448,264,91712,258718,207011
131,Natham,KARTHIKEYAN G,M,50,GEN,DMDK,9326,47,9373,258718,207011
131,Natham,SIVASANKARAN V.DR,M,30,GEN,NTK,2375,18,2393,258718,207011
131,Natham,None of the Above,,,,NOTA,1835,9,1844,258718,207011
131,Natham,VADIVEL M,M,36,SC,IND,1182,0,1182,258718,207011
131,Natham,SEERANGAN K,M,56,GEN,PMK,1150,5,1155,258718,207011
131,Natham,MURUGASAN C,M,38,SC,IND,1065,0,1065,258718,207011
131,Natham,SANDHANAKRISHAN M,M,45,GEN,IJK,1043,1,1044,258718,207011
131,Natham,KRISNAMOORTHI P,M,38,SC,BSP,648,1,649,258718,207011
131,Natham,BALAMURUGAN T,M,31,GEN,IND,550,0,550,258718,207011
131,Natham,JEYAPAL R,M,37,GEN,IND,347,1,348,258718,207011
131,Natham,ALAGU A,M,50,GEN,IND,335,0,335,258718,207011
131,Natham,SENTHILVELU V,M,35,GEN,IND,312,2,314,258718,207011
131,Natham,PANDI C,M,26,GEN,RSPS,258,1,259,258718,207011
131,Natham,PONNAN K,M,41,SC,IND,258,0,258,258718,207011
131,Natham,BALAGURU R,M,28,GEN,IND,228,0,228,258718,207011
131,Natham,PITCHAIMUTHU M,M,42,SC,IND,206,0,206,258718,207011
131,Natham,VENKATESAN G,M,44,GEN,IND,163,0,163,258718,207011
131,Natham,CHINNADURAI M,M,44,GEN,IND,111,0,111,258718,207011
132,Dindigul,SREENIVASAN C,M,68,GEN,ADMK,90791,622,91413,248751,185419
132,Dindigul,BASHEER AHAMED M,M,60,GEN,DMK,68549,2145,70694,248751,185419
132,Dindigul,PANDI N,M,58,GEN,CPM,8519,138,8657,248751,185419
132,Dindigul,THIRUMALAI BALAJI T.A,M,43,GEN,BJP,5023,56,5079,248751,185419
132,Dindigul,None of the Above,,,,NOTA,2754,29,2783,248751,185419
132,Dindigul,PARASURAMAN R,M,40,GEN,PMK,2678,40,2718,248751,185419
132,Dindigul,GANESAN M.P,M,54,GEN,NTK,2209,18,2227,248751,185419
132,Dindigul,ARASUR MANOHARAN S,M,59,GEN,BSP,423,6,429,248751,185419
132,Dindigul,HAKKIM RAJA A,M,26,GEN,IND,413,1,414,248751,185419
132,Dindigul,BALAJI C.K,M,45,GEN,SHS,259,2,261,248751,185419
132,Dindigul,NAVANEETHAKANNAN R,M,25,GEN,IND,226,2,228,248751,185419
132,Dindigul,THOMAS A,M,63,GEN,IND,159,1,160,248751,185419
132,Dindigul,SELVARAJ M,M,41,GEN,IND,137,2,139,248751,185419
132,Dindigul,SRINIVASAN K,M,56,GEN,IND,88,0,88,248751,185419
132,Dindigul,PHILLIPDASS A,M,41,GEN,TAVK,77,1,78,248751,185419
132,Dindigul,KUMARAPPAN R,M,42,GEN,IND,51,0,51,248751,185419
133,Vedasandur,PARAMASIVAM V.P.B,M,36,GEN,ADMK,97184,371,97555,246548,198558
133,Vedasandur,SIVASAKTHIVEL GOUNDER R,M,68,GEN,INC,76954,663,77617,246548,198558
133,Vedasandur,BALU S.R.K,M,50,GEN,DMDK,12389,56,12445,246548,198558
133,Vedasandur,KANNAN R,M,35,GEN,IND,2486,26,2512,246548,198558
133,Vedasandur,None of the Above,,,,NOTA,2248,8,2256,246548,198558
133,Vedasandur,PALANICHAMY M,M,58,SC,BSP,1263,1,1264,246548,198558
133,Vedasandur,VENGADASH S,M,37,GEN,IND,1206,0,1206,246548,198558
133,Vedasandur,MOHANRAJ S,M,30,GEN,NTK,926,6,932,246548,198558
133,Vedasandur,RAVI K,M,42,GEN,IND,481,0,481,246548,198558
133,Vedasandur,PALANICHAMY C,M,48,GEN,PMK,469,11,480,246548,198558
133,Vedasandur,SIVARANJANI S,F,29,GEN,IJK,476,1,477,246548,198558
133,Vedasandur,PALANISAMY A,M,50,GEN,IND,425,1,426,246548,198558
133,Vedasandur,MANI P,M,48,GEN,KMDK,272,0,272,246548,198558
133,Vedasandur,JAYANTHI P,F,35,SC,CPI(ML)(L),220,1,221,246548,198558
133,Vedasandur,MANEESHANKAR M.G,M,41,GEN,RSPS,213,1,214,246548,198558
133,Vedasandur,KANNAN P,M,45,GEN,IND,200,0,200,246548,198558
134,Aravakurichi,ARAVINTH .G,M,33,GEN,NTK,,,,,
134,Aravakurichi,SYED ABUTHAHIR .T.M,M,32,GEN,IND,,,,,
134,Aravakurichi,BALASUBRAMANI .K,M,34,GEN,IND,,,,,
134,Aravakurichi,THIRUKKUMAR .V,M,49,SC,IND,,,,,
134,Aravakurichi,MANIVASAGAM .R,M,49,SC,IND,,,,,
134,Aravakurichi,PRABAKARAN .T,M,28,GEN,IND,,,,,
134,Aravakurichi,PALANISAMY .K,M,44,GEN,IND,,,,,
134,Aravakurichi,PALLANISHAMY .K.C,M,81,GEN,DMK,,,,,
134,Aravakurichi,BASKAR .P,M,45,GEN,IND,,,,,
134,Aravakurichi,MARIAPPAN .M,M,36,SC,TMMK,,,,,
134,Aravakurichi,KANNAN .R,M,47,GEN,IND,,,,,
134,Aravakurichi,MUTHUKUMAR .G,M,43,GEN,IND,,,,,
134,Aravakurichi,MOHAMED MIRZA .R,M,33,GEN,SDPI,,,,,
134,Aravakurichi,VEERAMANI .T,M,36,GEN,IND,,,,,
134,Aravakurichi,DASAPRAKASH .K,M,33,GEN,IND,,,,,
134,Aravakurichi,KALAIYARASAN .G,M,44,GEN,MDMK,,,,,
134,Aravakurichi,None of the Above,,,,NOTA,,,,,
134,Aravakurichi,BASKARAN .M,M,43,GEN,PMK,,,,,
134,Aravakurichi,SUNDARESWARAN .M,M,35,GEN,IND,,,,,
134,Aravakurichi,THAMILALAGAN .A,M,29,SC,IND,,,,,
134,Aravakurichi,KRISHNAMOORTHY .S,M,44,GEN,IND,,,,,
134,Aravakurichi,PUKKARANDI .V,M,54,SC,BSP,,,,,
134,Aravakurichi,SENTHILBALAJI .V,M,41,GEN,ADMK,,,,,
134,Aravakurichi,SENTHILKUMAR .N,M,39,GEN,IND,,,,,
134,Aravakurichi,PRABHU C.S,M,32,GEN,IJK,,,,,
134,Aravakurichi,NATARAJAN. R,M,57,GEN,KMDK,,,,,
134,Aravakurichi,NOYYAL M.RAMASAMY,M,45,GEN,IND,,,,,
134,Aravakurichi,KARTHIKEYAN .M,M,42,GEN,IND,,,,,
134,Aravakurichi,VIGNESHWARAN .M,M,28,SC,IND,,,,,
134,Aravakurichi,RAVI .S.P,M,31,GEN,IND,,,,,
134,Aravakurichi,MAGUDEESWARAN .K,M,35,GEN,IND,,,,,
134,Aravakurichi,RAJESH KUMAR .P,M,29,SC,PPIS,,,,,
134,Aravakurichi,SUBRAMANI .V,M,49,GEN,GOKMK,,,,,
134,Aravakurichi,PALANISAMY .P,M,52,GEN,IND,,,,,
134,Aravakurichi,SASIKUMAR .M,M,40,SC,IND,,,,,
134,Aravakurichi,PITCHAIMUTHU .T,M,41,GEN,IND,,,,,
134,Aravakurichi,SAMPATH .S,M,40,GEN,IND,,,,,
135,Karur,VIJAYABHASKAR .M.R,M,51,GEN,ADMK,81247,689,81936,232072,186813
135,Karur,SUBRAMANIAN .BANK .K,M,63,GEN,INC,80352,1143,81495,232072,186813
135,Karur,RAVI .A,M,51,GEN,DMDK,6425,66,6491,232072,186813
135,Karur,SIVASAAMI .K,M,45,GEN,BJP,3973,22,3995,232072,186813
135,Karur,None of the Above,,,,NOTA,3567,28,3595,232072,186813
135,Karur,NANMAARAN .SELVA,M,33,GEN,NTK,2948,20,2968,232072,186813
135,Karur,SHANMUGAM .M,M,53,GEN,KMDK,1540,12,1552,232072,186813
135,Karur,MURUGESAN .M,M,40,GEN,PMK,1367,9,1376,232072,186813
135,Karur,IMTHIYAZ RIZVI .N,M,38,GEN,GMI,421,0,421,232072,186813
135,Karur,BOOPATHI .R,M,34,GEN,BSP,412,1,413,232072,186813
135,Karur,RAJADURAI .P,M,34,GEN,IND,360,0,360,232072,186813
135,Karur,VIJAY .J,M,37,GEN,IND,358,0,358,232072,186813
135,Karur,SARAVANAN .R,M,44,SC,IND,344,0,344,232072,186813
135,Karur,SUBRAMANI .K,M,58,GEN,IND,304,0,304,232072,186813
135,Karur,CHAKRAVARTHY.S,M,28,GEN,IND,196,2,198,232072,186813
135,Karur,ULAGANATHAN .T,M,63,SC,IND,149,0,149,232072,186813
135,Karur,VENKATACHALAM .P,M,40,GEN,IND,143,0,143,232072,186813
135,Karur,MAHENDRAN .T,M,40,GEN,IND,140,0,140,232072,186813
135,Karur,SARAVANAN .R,M,28,GEN,IND,140,0,140,232072,186813
135,Karur,VINOTHKUMAR .G,M,31,GEN,IND,124,0,124,232072,186813
135,Karur,RAJENDIRAN .M,M,28,GEN,IND,119,0,119,232072,186813
135,Karur,VELUSAMY .S.M,M,33,SC,GPI,108,1,109,232072,186813
135,Karur,ARUMUGAM .S.K,M,53,GEN,IND,83,0,83,232072,186813
136,Krishnarayapuram,"GEETHA , M.",F,43,SC,ADMK,83671,306,83977,203049,168559
136,Krishnarayapuram,"AIYYAR , V. K.",M,53,SC,PT,47922,754,48676,203049,168559
136,Krishnarayapuram,"SIVANANTHAM , K.",M,51,SC,TMC(M),9970,73,10043,203049,168559
136,Krishnarayapuram,"NAVEENKUMAR , P.",M,27,SC,BJP,5640,33,5673,203049,168559
136,Krishnarayapuram,"PAGALAVAN , M.",M,29,SC,IND,5152,1,5153,203049,168559
136,Krishnarayapuram,None of the Above,,,,NOTA,4711,31,4742,203049,168559
136,Krishnarayapuram,"THAVAMANI , P.",F,38,SC,NTK,1993,31,2024,203049,168559
136,Krishnarayapuram,"MURUGAN , M.",M,37,SC,KMDK,1554,8,1562,203049,168559
136,Krishnarayapuram,"SATHIS KUMAR , C.",M,26,SC,IND,1401,0,1401,203049,168559
136,Krishnarayapuram,"ELAVALAGAN , L.",M,29,SC,IND,1385,0,1385,203049,168559
136,Krishnarayapuram,"PANDIYAN , M.",M,45,SC,PMK,1322,5,1327,203049,168559
136,Krishnarayapuram,"KANNAN , S.",M,31,SC,GPI,769,0,769,203049,168559
136,Krishnarayapuram,"SENTHILKUMAR , V.",M,39,SC,IND,675,0,675,203049,168559
136,Krishnarayapuram,"MURUGESAN , R.",M,41,SC,BSP,646,0,646,203049,168559
136,Krishnarayapuram,"ARIVALAGAN , A.",M,63,SC,IND,506,0,506,203049,168559
137,Kulithalai,RAMAR .E,M,65,GEN,DMK,89196,727,89923,208870,184076
137,Kulithalai,CHANDRASEKARAN .R,M,58,GEN,ADMK,77768,259,78027,208870,184076
137,Kulithalai,JAMUNA THANGAVEL,F,46,GEN,DMDK,6691,35,6726,208870,184076
137,Kulithalai,None of the Above,,,,NOTA,1898,8,1906,208870,184076
137,Kulithalai,SEENI .PRAKASU,M,41,GEN,NTK,1633,10,1643,208870,184076
137,Kulithalai,SHATHAKATHULLA .N.K.N,M,53,GEN,BJP,1434,3,1437,208870,184076
137,Kulithalai,CHANDRASEKARAN .T,M,39,GEN,IND,1031,0,1031,208870,184076
137,Kulithalai,MARUTHAIVEERAN .V,M,50,SC,BSP,950,0,950,208870,184076
137,Kulithalai,BALASUBRAMANI .S,M,25,GEN,PMK,866,4,870,208870,184076
137,Kulithalai,JEGANATHAN .M,M,47,GEN,IND,554,0,554,208870,184076
137,Kulithalai,SELVAM .R,M,46,GEN,IND,449,0,449,208870,184076
137,Kulithalai,SANKAMADAI ASHOK KUMAR .S,M,38,GEN,KMDK,233,0,233,208870,184076
137,Kulithalai,CHANDRAN .S,M,30,SC,TMMK,171,1,172,208870,184076
137,Kulithalai,SIVA @ SIVAPERUMAL,M,33,SC,PPIS,154,1,155,208870,184076
138,Manapparai,CHANDRASEKAR R,M,49,GEN,ADMK,91133,266,91399,262415,205956
138,Manapparai,MOHAMED NIZAM M A,M,45,GEN,IUML,72118,1004,73122,262415,205956
138,Manapparai,KRISHNA GOPAL P,M,46,GEN,DMDK,26234,82,26316,262415,205956
138,Manapparai,SENTHIL DEEPAK C,M,42,GEN,BJP,4126,28,4154,262415,205956
138,Manapparai,None of the Above,,,,NOTA,3355,9,3364,262415,205956
138,Manapparai,MOHAIDEEN BASHA J,M,46,GEN,IND,2391,1,2392,262415,205956
138,Manapparai,ARUNAGIRI M,M,26,GEN,NTK,1830,19,1849,262415,205956
138,Manapparai,LEEMA SIVAKUMAR A,F,41,GEN,PMK,818,8,826,262415,205956
138,Manapparai,MANIVEL P,M,53,GEN,AIFB(S),736,0,736,262415,205956
138,Manapparai,MURUGESAN P,M,41,GEN,IND,525,0,525,262415,205956
138,Manapparai,PANDIAN V,M,48,GEN,ETMK,464,0,464,262415,205956
138,Manapparai,SUBRAMANIYAN P,M,51,SC,IND,307,1,308,262415,205956
138,Manapparai,PUSPA HENRY RAJ S,M,43,GEN,PPIS,303,5,308,262415,205956
138,Manapparai,PERUMAL R,M,43,GEN,AMMK,193,0,193,262415,205956
139,Srirangam,VALARMATHI.S,F,50,GEN,ADMK,107988,412,108400,283355,225389
139,Srirangam,PALANIYANDI.M,M,49,GEN,DMK,92801,1190,93991,283355,225389
139,Srirangam,RAJESHKUMAR.A,M,42,GEN,BJP,5943,45,5988,283355,225389
139,Srirangam,PUSHPAM.V,F,56,GEN,CPI,5599,47,5646,283355,225389
139,Srirangam,None of the Above,,,,NOTA,4084,26,4110,283355,225389
139,Srirangam,RAJAMANICKAM.V,M,27,GEN,NTK,3087,8,3095,283355,225389
139,Srirangam,UMAMAHESHWARI.S,F,32,GEN,PMK,1534,14,1548,283355,225389
139,Srirangam,RAJENDRAN.PS,M,52,SC,TMMK,791,0,791,283355,225389
139,Srirangam,PACKIARAJ.S,M,37,SC,IND,337,0,337,283355,225389
139,Srirangam,SETTU.S.M.,M,35,SC,IND,294,2,296,283355,225389
139,Srirangam,RAVI.P,M,61,GEN,IND,271,2,273,283355,225389
139,Srirangam,VEERAMALAI.A,M,44,GEN,IND,233,0,233,283355,225389
139,Srirangam,PERIYASAMY.A,M,55,SC,BSP,214,0,214,283355,225389
139,Srirangam,PERIYASAMY.M,M,47,GEN,IND,167,1,168,283355,225389
139,Srirangam,RAVICHANDRAN.P,M,44,GEN,IND,152,0,152,283355,225389
139,Srirangam,"GNANASEKARAN,M",M,35,GEN,KMDK,146,1,147,283355,225389
140,Tiruchirappalli (West),NEHRU.K.N,M,63,GEN,DMK,90803,1246,92049,254751,179423
140,Tiruchirappalli (West),MANOHARAN.R,M,60,GEN,ADMK,63202,432,63634,254751,179423
140,Tiruchirappalli (West),JOSEPH JERALD.A,M,48,GEN,DMDK,11372,97,11469,254751,179423
140,Tiruchirappalli (West),None of the Above,,,,NOTA,4062,38,4100,254751,179423
140,Tiruchirappalli (West),MANOHARAN.SETHU,M,53,GEN,NTK,3057,23,3080,254751,179423
140,Tiruchirappalli (West),VIJAYARAGHAVAN.K,M,40,GEN,PMK,1754,26,1780,254751,179423
140,Tiruchirappalli (West),SATHEESHKUMAR.P,M,45,GEN,IJK,1007,5,1012,254751,179423
140,Tiruchirappalli (West),JAMAL MOHAMED.Y,M,39,GEN,WPOI,914,2,916,254751,179423
140,Tiruchirappalli (West),SANGAPAL.M,M,46,SC,BSP,356,0,356,254751,179423
140,Tiruchirappalli (West),SELVAKUMAR.M,M,30,GEN,GMI,234,1,235,254751,179423
140,Tiruchirappalli (West),VASUDEVAN.K,M,27,GEN,IND,211,0,211,254751,179423
140,Tiruchirappalli (West),MANOHAR.R,M,46,GEN,IND,176,0,176,254751,179423
140,Tiruchirappalli (West),GOVINDARAJAN.S,M,65,GEN,IND,118,0,118,254751,179423
140,Tiruchirappalli (West),RAGHAVAN.R,M,59,GEN,IND,107,0,107,254751,179423
140,Tiruchirappalli (West),KAMALRAJ.P,M,27,GEN,IND,100,1,101,254751,179423
140,Tiruchirappalli (West),KARTHIK.B,M,29,GEN,IND,79,0,79,254751,179423
141,Tiruchirappalli (East),NATARAJAN .N.,M,66,GEN,ADMK,79372,566,79938,242482,166985
141,Tiruchirappalli (East),JEROME AROCKIARAJ .G.,M,53,GEN,INC,57044,1000,58044,242482,166985
141,Tiruchirappalli (East),DR. ROHAIYAAH SHAIK MOHAMED,F,44,GEN,MDMK,9604,90,9694,242482,166985
141,Tiruchirappalli (East),RAJAIYAN .T.,M,58,GEN,BJP,7161,49,7210,242482,166985
141,Tiruchirappalli (East),None of the Above,,,,NOTA,4292,37,4329,242482,166985
141,Tiruchirappalli (East),PRABU .R.,M,36,GEN,NTK,3998,35,4033,242482,166985
141,Tiruchirappalli (East),SRIDHAR .B.,M,51,GEN,PMK,1844,22,1866,242482,166985
141,Tiruchirappalli (East),RAJA .K.,M,32,GEN,TAVK,482,1,483,242482,166985
141,Tiruchirappalli (East),SRINIVASAN .G.,M,40,GEN,IND,293,0,293,242482,166985
141,Tiruchirappalli (East),JAIKUMAR .N.,M,37,GEN,NCP,277,3,280,242482,166985
141,Tiruchirappalli (East),VENKATESAN .V.,M,26,SC,VTIP,182,1,183,242482,166985
141,Tiruchirappalli (East),ROBERT CHRISTY .J.,M,52,GEN,PPIS,161,1,162,242482,166985
141,Tiruchirappalli (East),SARAVANA KUMAR .K.,M,32,GEN,IND,161,0,161,242482,166985
141,Tiruchirappalli (East),JAYANTHI MALA .S.,F,33,SC,RPI,106,0,106,242482,166985
141,Tiruchirappalli (East),RAMNATH RAJAN .P.,M,53,GEN,IND,104,0,104,242482,166985
141,Tiruchirappalli (East),GANESAN .M.,M,34,GEN,IND,99,0,99,242482,166985
142,Thiruverumbur,ANBIL MAHESH POYYAMOZHI,M,38,GEN,DMK,84724,1226,85950,267001,182968
142,Thiruverumbur,KALAICHELVAN.D,M,58,GEN,ADMK,68854,401,69255,267001,182968
142,Thiruverumbur,SENTHILKUMAR.S,M,48,GEN,DMDK,13034,121,13155,267001,182968
142,Thiruverumbur,CHOLASOORAN V,M,35,GEN,NTK,3329,24,3353,267001,182968
142,Thiruverumbur,CHITTIBABU E,M,40,GEN,BJP,3125,19,3144,267001,182968
142,Thiruverumbur,None of the Above,,,,NOTA,2649,27,2676,267001,182968
142,Thiruverumbur,DILIPKUMAR.K,M,32,GEN,PMK,1475,23,1498,267001,182968
142,Thiruverumbur,SAMSUDEEN S,M,51,GEN,SDPI,809,0,809,267001,182968
142,Thiruverumbur,SELVAKUMAR.M,M,27,GEN,IND,463,0,463,267001,182968
142,Thiruverumbur,SATHISH KUMAR.P,M,30,GEN,IND,446,0,446,267001,182968
142,Thiruverumbur,SYED MOHAMED ABUTHAGER.I,M,38,GEN,IND,385,0,385,267001,182968
142,Thiruverumbur,SACHITHANANTHAM.K,M,53,SC,BSP,331,0,331,267001,182968
142,Thiruverumbur,KALAISELVAN.K,M,53,GEN,IND,286,0,286,267001,182968
142,Thiruverumbur,LARANCE Y,M,41,GEN,ICF,243,7,250,267001,182968
142,Thiruverumbur,PALANIMANICKAM.A.G,M,40,GEN,AIFB,212,1,213,267001,182968
142,Thiruverumbur,RAMESH.K,M,43,SC,TMMK,163,1,164,267001,182968
142,Thiruverumbur,SATHISKUMAR.S,M,32,GEN,GMI,138,1,139,267001,182968
142,Thiruverumbur,SHAKUL HAMEED.S,M,41,GEN,WPOI,130,0,130,267001,182968
142,Thiruverumbur,JAGADEESAN.N.B,M,32,GEN,VTIP,123,1,124,267001,182968
142,Thiruverumbur,PRIYA.R,F,35,SC,IND,75,0,75,267001,182968
142,Thiruverumbur,RAMACHANDRAN. R,M,65,GEN,IND,71,0,71,267001,182968
142,Thiruverumbur,RAJU.N,M,55,SC,IND,51,0,51,267001,182968
143,Lalgudi,SOUNDARAPANDIAN A,M,51,GEN,DMK,77141,805,77946,203917,166554
143,Lalgudi,VIJAYAMURTHY M,M,59,GEN,ADMK,73899,210,74109,203917,166554
143,Lalgudi,JAYASEELAN M,M,49,GEN,CPM,6742,42,6784,203917,166554
143,Lalgudi,None of the Above,,,,NOTA,1941,12,1953,203917,166554
143,Lalgudi,SAMPATH P,M,35,GEN,NTK,1511,10,1521,203917,166554
143,Lalgudi,SELVAKUMAR K,M,46,GEN,IJK,884,8,892,203917,166554
143,Lalgudi,MURUGAVEL K,M,37,GEN,IND,766,0,766,203917,166554
143,Lalgudi,UMAMAHESWARAN R,M,51,GEN,PMK,740,5,745,203917,166554
143,Lalgudi,JAYACHANDRAN S,M,40,SC,IND,504,0,504,203917,166554
143,Lalgudi,JEYAKUMAR A,M,51,SC,IND,381,0,381,203917,166554
143,Lalgudi,KARTHIK S,M,27,GEN,SHS,294,0,294,203917,166554
143,Lalgudi,CITRARASU B,M,49,GEN,AIFB,188,0,188,203917,166554
143,Lalgudi,THANGAMANI K,M,72,GEN,IND,137,0,137,203917,166554
143,Lalgudi,SOUNDARAPANDIAN D,M,27,SC,IND,113,1,114,203917,166554
143,Lalgudi,CHINNASAMY V,M,61,GEN,IND,113,1,114,203917,166554
143,Lalgudi,LAWRENCE S,M,60,GEN,GMI,104,2,106,203917,166554
144,Manachanallur,PARAMESWARI. M,F,37,GEN,ADMK,82772,311,83083,219337,179968
144,Manachanallur,GANESAN. S,M,54,GEN,DMK,74605,956,75561,219337,179968
144,Manachanallur,BABU. M,M,43,GEN,DMDK,8156,37,8193,219337,179968
144,Manachanallur,ARAVIND. S,M,41,GEN,BJP,3645,17,3662,219337,179968
144,Manachanallur,None of the Above,,,,NOTA,2256,18,2274,219337,179968
144,Manachanallur,MANIKANDAN. R,M,28,GEN,NTK,1688,16,1704,219337,179968
144,Manachanallur,PRINCE. M,M,31,GEN,PMK,1197,15,1212,219337,179968
144,Manachanallur,GANESAN. P,M,53,SC,BSP,894,5,899,219337,179968
144,Manachanallur,GNANAMANI. S,M,32,GEN,IND,652,1,653,219337,179968
144,Manachanallur,VIJAYAKUMAR. K,M,29,GEN,IND,428,1,429,219337,179968
144,Manachanallur,KARUNAKARAN. S,M,44,GEN,IND,380,0,380,219337,179968
144,Manachanallur,MAHALINGAM. S,M,44,GEN,UCPI,353,2,355,219337,179968
144,Manachanallur,ZAHIR HUSSAIN. M,M,49,GEN,IND,306,0,306,219337,179968
144,Manachanallur,PRABHU. P,M,25,GEN,IND,231,0,231,219337,179968
144,Manachanallur,SELVAM. M.S,M,31,SC,TMMK,207,0,207,219337,179968
144,Manachanallur,GOVINDAN. R,M,68,ST,GMI,194,1,195,219337,179968
144,Manachanallur,NAGAJOTHI. G,F,37,SC,RPI(A),187,1,188,219337,179968
144,Manachanallur,PARTHIBAN. V,M,50,GEN,NMK,166,0,166,219337,179968
144,Manachanallur,CHANDRA. C,F,40,GEN,YSP,151,0,151,219337,179968
144,Manachanallur,SAVARIMUTHU. S,M,48,GEN,PPIS,118,1,119,219337,179968
145,Musiri,SELVARASU M,M,49,GEN,ADMK,89096,302,89398,212655,170909
145,Musiri,VIJAYA BABU S,F,50,GEN,INC,56469,842,57311,212655,170909
145,Musiri,RAJASEKARAN M,M,55,GEN,TMC(M),8537,44,8581,212655,170909
145,Musiri,None of the Above,,,,NOTA,2462,23,2485,212655,170909
145,Musiri,ASAITHAMBI E,M,33,GEN,NTK,2435,11,2446,212655,170909
145,Musiri,RAGAVAN S,M,29,GEN,PMK,1418,5,1423,212655,170909
145,Musiri,CHANDRASEKARAN T,M,56,GEN,IND,1254,4,1258,212655,170909
145,Musiri,PALANIMUTHU M,M,45,SC,BSP,1157,2,1159,212655,170909
145,Musiri,HARIBASKAR K,M,27,GEN,KMDK,1062,1,1063,212655,170909
145,Musiri,RAMAJAYAM T K,M,76,SC,IND,879,0,879,212655,170909
145,Musiri,SUNDARRASU M,M,62,GEN,IND,841,0,841,212655,170909
145,Musiri,RAYADURAI K,M,28,GEN,IJK,811,5,816,212655,170909
145,Musiri,BALAKRISHNAN M,M,38,GEN,AIFB,660,3,663,212655,170909
145,Musiri,KARUNAKARAN A,M,33,GEN,IND,504,1,505,212655,170909
145,Musiri,GOVINDASAMY R,M,62,GEN,IND,485,0,485,212655,170909
145,Musiri,JAYASEELAN S,M,37,GEN,IND,437,0,437,212655,170909
145,Musiri,RAMESH P,M,33,GEN,IND,334,0,334,212655,170909
145,Musiri,CHANDRAVEL T,M,46,GEN,UCPI,233,0,233,212655,170909
